Airline,Departure_Airport,Arrival_Airport,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Route,route_avg_passengers,route_avg_purchase_lead,route_avg_length_of_stay,route_prop_extra_baggage,route_prop_preferred_seat,route_prop_in_flight_meals,route_booking_conversion_rate,Departure_Month,Departure_DayOfWeek,Departure_Hour,Is_Weekend,Route_Freq
1,4,5,203,2,1630,262.3,79,0,2,2,2,0,3,2,6.2,15.0,100,0,0,2,37,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,5,3,1,0.0162
3,3,7,127,2,1583,448.53,52,0,1,2,3,0,3,2,6.3,2.0,101,0,0,0,31,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,1,1,0,0.016
3,7,6,179,2,1083,270.71,26,1,2,2,3,1,0,2,7.8,2.0,2,0,0,1,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,1,5,0,0.0157
4,6,1,122,2,1322,330.55,75,1,1,0,3,0,0,0,5.3,5.0,109,0,1,1,49,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,4,10,0,0.015
1,7,4,228,1,1423,467.51,79,1,2,3,1,1,1,2,5.4,0.0,58,0,0,2,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,0,6,0,0.0172
1,3,3,107,2,930,301.97,69,0,2,3,0,0,1,0,4.5,9.0,24,0,0,0,27,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,3,12,0,0.0155
0,5,5,113,2,1243,243.35,67,0,0,3,1,0,1,0,8.4,40.0,76,0,0,0,45,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,2,11,0,0.0161
2,0,4,142,2,1965,425.23,69,1,2,0,3,2,3,0,5.5,5.0,66,0,0,2,4,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,4,13,0,0.0151
0,2,2,176,2,1641,227.94,22,1,1,1,1,0,0,3,6.8,2.0,45,0,0,0,18,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,0,21,0,0.0171
1,7,0,242,2,789,421.47,22,1,0,0,1,0,1,1,7.2,17.0,81,0,0,1,56,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,0,6,0,0.0152
3,4,4,199,2,1416,363.9,50,1,1,1,3,0,1,1,5.2,20.0,94,0,0,2,36,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,0,2,0,0.0156
1,1,1,151,1,1182,428.61,32,0,2,0,0,2,1,2,6.3,19.0,57,0,0,0,9,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,1,5,0,0.015
3,7,4,197,2,1926,217.54,26,1,1,3,1,0,3,0,8.4,48.0,66,0,0,2,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,3,10,0,0.0172
1,1,1,162,2,1551,308.81,52,0,1,2,3,0,1,1,8.3,0.0,80,0,0,2,9,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,6,16,1,0.015
4,6,2,225,2,1332,360.25,47,1,0,3,1,1,2,1,9.0,4.0,73,0,1,0,50,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,4,1,0,0.0155
3,7,6,190,2,695,146.08,70,1,0,2,3,0,1,2,5.9,2.0,109,0,0,0,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,2,17,0,0.0157
0,3,5,175,2,1154,425.78,70,0,1,2,1,2,3,1,5.9,13.0,27,0,0,0,29,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,3,9,0,0.0156
2,7,1,131,1,1097,357.44,78,1,1,3,1,0,1,2,8.3,4.0,92,0,0,0,57,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,0,5,0,0.015
4,3,0,119,2,769,364.99,25,0,2,3,1,0,3,1,4.4,4.0,34,0,1,2,24,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,1,22,0,0.0158
4,1,6,201,2,1016,401.72,53,1,1,0,1,0,1,0,9.2,14.0,51,0,0,2,14,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,1,12,0,0.0161
3,4,0,257,2,744,498.95,49,0,1,0,1,3,1,3,9.1,4.0,112,0,0,0,32,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,3,6,0,0.0133
3,1,0,231,2,1125,302.57,22,1,0,3,1,0,0,3,7.2,5.0,54,0,0,0,8,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,6,8,1,0.0162
1,0,4,131,0,946,443.74,18,0,1,1,1,1,1,1,6.2,1.0,72,0,0,2,4,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,1,23,0,0.0151
1,6,1,188,2,1276,396.6,38,1,1,0,1,1,0,1,6.3,4.0,4,0,0,0,49,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,2,17,0,0.015
3,5,1,218,2,939,385.19,39,0,1,2,3,1,2,2,7.0,9.0,33,0,0,1,41,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,0,22,0,0.0152
1,0,5,246,2,1769,296.96,18,1,1,3,1,0,3,1,10.0,4.0,84,0,1,2,5,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,4,7,0,0.0169
0,4,7,175,2,1057,163.07,50,1,2,1,0,0,1,1,7.1,27.0,48,0,0,1,39,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,0,19,0,0.0155
0,3,2,89,0,1164,232.11,58,0,2,0,3,0,2,3,7.3,11.0,40,0,1,1,26,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,5,9,1,0.0148
2,6,6,278,1,985,376.61,30,1,2,3,3,1,2,0,5.3,38.0,48,0,0,2,54,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,0,11,0,0.0139
1,2,2,213,2,1294,360.52,54,0,0,0,1,0,1,1,8.5,8.0,38,0,0,2,18,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,6,8,1,0.0171
1,6,0,205,2,1240,373.72,31,1,2,2,1,2,3,3,6.1,6.0,78,0,0,1,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,3,9,0,0.015
2,0,0,123,2,1271,427.66,18,0,2,0,1,1,2,0,7.0,12.0,27,0,0,2,0,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,6,13,1,0.0135
1,7,3,123,2,1547,376.79,34,0,2,1,1,0,3,0,7.7,2.0,40,0,0,2,59,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,5,11,1,0.015
1,6,0,202,2,1043,419.13,41,0,2,2,0,2,1,0,5.4,0.0,90,0,0,0,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,1,9,0,0.015
0,2,1,78,2,1156,422.7,39,0,1,1,1,2,1,3,8.2,18.0,69,0,1,0,17,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,1,1,0,0.0153
0,1,6,224,2,1052,327.65,22,1,2,1,3,2,3,0,7.6,19.0,53,0,0,2,14,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,0,3,0,0.0161
3,6,4,220,2,1154,288.45,23,0,1,0,1,2,1,1,4.8,10.0,83,0,0,1,52,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,4,6,0,0.0156
2,6,1,173,2,1277,332.16,30,1,0,0,1,1,1,1,4.9,5.0,34,0,0,0,49,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,5,22,1,0.015
0,5,7,197,2,642,387.33,25,0,1,2,3,1,1,1,4.9,6.0,81,0,0,0,47,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,4,14,0,0.0171
3,4,1,188,1,1180,374.51,59,1,2,0,1,0,1,3,10.0,6.0,32,0,0,2,33,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,2,13,0,0.0162
3,2,0,216,2,1255,419.44,27,0,1,0,3,2,1,0,7.8,10.0,37,0,0,0,16,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,3,1,0,0.0141
3,1,6,109,1,1168,220.66,48,1,0,2,0,2,1,0,2.4,6.0,61,0,0,1,14,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,5,3,1,0.0161
3,0,2,161,2,850,440.04,32,1,2,1,3,0,1,1,6.1,15.0,118,0,0,1,2,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,0,16,0,0.0162
2,4,3,234,2,1099,463.42,28,1,2,0,1,2,3,2,7.3,5.0,66,0,1,1,35,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,4,7,0,0.0191
0,1,6,217,2,1521,373.57,60,1,0,1,1,1,3,0,7.0,2.0,97,0,0,0,14,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,0,8,0,0.0161
2,7,6,138,2,1463,300.44,50,1,2,1,0,1,1,2,3.6,7.0,36,0,0,0,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,2,18,0,0.0157
2,6,3,135,1,1243,357.08,77,0,2,1,1,2,3,0,5.3,10.0,116,0,0,2,51,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,2,19,0,0.0172
0,3,3,138,2,1739,295.0,76,0,2,0,1,0,1,3,7.6,20.0,110,1,0,2,27,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,1,0,0,0.0155
1,0,7,149,2,1515,370.75,28,1,0,3,1,1,1,2,7.7,24.0,108,0,0,0,7,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,0,17,0,0.016
1,7,0,88,2,1327,319.53,25,0,0,2,0,1,1,0,7.7,28.0,24,0,0,1,56,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,4,11,0,0.0152
2,2,4,247,2,1512,346.46,79,0,1,3,1,0,2,3,6.7,1.0,68,0,0,2,20,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,1,22,0,0.0153
1,3,6,180,2,1335,449.85,74,0,1,1,0,1,3,2,8.3,4.0,102,0,0,1,30,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,3,12,0,0.015
3,2,6,92,2,768,347.69,45,0,1,0,3,3,1,0,7.8,11.0,102,0,1,0,22,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,4,8,0,0.016
2,7,4,134,2,1429,200.01,50,1,0,3,1,0,1,1,7.0,4.0,2,0,1,2,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,4,12,0,0.0172
3,3,4,166,2,1113,399.62,31,0,0,0,1,0,1,0,9.0,5.0,111,0,0,2,28,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,6,6,1,0.0161
3,3,7,238,2,1314,443.94,47,1,1,0,0,0,2,3,8.0,4.0,105,1,1,0,31,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,0,14,0,0.016
4,2,6,203,2,1398,450.47,71,1,2,3,3,0,1,1,8.3,4.0,57,0,1,0,22,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,1,6,0,0.016
1,5,0,118,2,1057,430.86,78,1,2,3,3,2,1,0,7.7,15.0,99,0,0,1,40,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,3,12,0,0.0143
3,5,3,200,2,822,298.41,64,0,2,0,2,1,0,1,6.8,11.0,54,0,0,0,43,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,0,4,0,0.0136
3,2,6,235,2,1170,173.66,34,0,1,2,3,1,1,2,10.0,5.0,59,0,0,1,22,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,3,23,0,0.016
0,2,4,181,2,679,377.93,35,1,2,2,1,0,3,1,4.5,7.0,61,0,0,1,20,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,4,13,0,0.0153
3,4,2,249,2,1363,331.55,21,1,1,2,0,1,1,0,8.8,2.0,57,0,0,2,34,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,1,19,0,0.0173
4,6,7,340,2,1097,226.02,74,0,2,1,0,3,1,3,6.5,3.0,104,0,0,0,55,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,3,22,0,0.0155
2,7,2,207,2,1050,429.53,50,0,2,1,0,1,0,0,8.9,16.0,113,0,0,1,58,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,2,0,0,0.0158
1,2,1,199,2,1122,351.28,63,1,2,3,1,0,1,1,7.5,3.0,58,0,0,2,17,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,2,23,0,0.0153
4,7,4,211,2,1231,364.17,48,0,2,0,3,0,1,0,7.0,4.0,12,0,0,2,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,2,2,0,0.0172
2,3,6,162,2,1364,164.61,34,0,0,2,1,1,1,0,8.4,20.0,26,0,0,2,30,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,5,12,1,0.015
3,4,5,174,2,1047,384.59,55,1,2,2,1,0,3,2,7.3,4.0,101,0,0,1,37,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,1,19,0,0.0162
0,3,1,226,2,1336,301.47,34,0,1,1,1,0,1,0,5.2,14.0,62,0,0,1,25,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,0,14,0,0.0172
3,7,1,84,2,1182,534.5,79,0,2,2,1,0,1,1,5.1,7.0,97,0,0,2,57,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,4,2,0,0.015
1,1,5,208,2,1399,347.06,44,1,2,1,1,2,1,2,5.9,0.0,93,0,0,1,13,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,5,17,1,0.014
1,5,6,105,2,1466,323.78,21,1,0,0,1,0,3,2,9.2,8.0,86,0,0,0,46,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,5,12,1,0.016
0,6,4,168,1,734,272.78,70,1,0,0,1,1,0,1,7.7,0.0,6,0,0,2,52,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,3,14,0,0.0156
1,2,1,147,2,1236,266.28,58,1,1,2,3,0,1,2,8.2,3.0,32,0,1,1,17,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,0,4,0,0.0153
0,3,2,139,2,1163,334.27,30,1,2,1,1,1,1,1,6.0,3.0,16,0,0,1,26,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,1,22,0,0.0148
1,3,1,189,2,1080,448.99,71,1,2,0,1,1,1,2,5.6,1.0,115,0,0,0,25,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,4,5,0,0.0172
1,3,4,225,0,996,346.18,22,1,0,2,1,1,2,2,5.1,10.0,51,0,0,1,28,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,0,2,0,0.0161
1,2,5,252,2,1282,325.46,28,1,1,0,1,0,1,1,8.3,19.0,3,0,0,2,21,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,3,0,0,0.0173
3,6,6,284,2,1150,311.72,67,1,2,2,1,0,3,3,6.9,4.0,119,0,0,1,54,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,2,8,0,0.0139
4,3,3,204,2,1847,373.2,30,1,1,3,2,0,1,2,7.7,5.0,84,0,0,0,27,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,2,4,0,0.0155
2,3,4,170,1,811,419.76,32,0,1,1,0,2,3,3,8.3,27.0,116,0,1,2,28,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,6,21,1,0.0161
4,6,0,148,2,1371,414.26,29,1,2,0,1,0,0,0,7.8,1.0,12,0,0,1,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,4,19,0,0.015
0,7,7,163,2,2131,245.25,67,1,2,2,1,2,0,1,6.9,37.0,116,0,0,2,63,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,3,1,0,0.0153
3,3,1,197,2,1414,379.9,39,0,1,2,3,2,3,1,5.3,3.0,17,0,1,2,25,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,2,9,0,0.0172
3,6,0,200,2,1436,420.97,69,1,2,1,1,1,0,2,8.1,2.0,13,0,0,0,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,5,17,1,0.015
4,4,3,49,2,1449,277.82,34,0,0,1,3,1,3,0,7.7,9.0,99,0,0,0,35,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,3,10,0,0.0191
0,3,7,86,2,1609,495.58,59,1,0,2,1,2,1,2,6.4,1.0,2,0,0,0,31,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,1,7,0,0.016
1,0,0,38,0,1636,362.46,67,1,2,1,0,1,1,1,7.8,19.0,14,0,1,0,0,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,2,7,0,0.0135
0,2,7,108,2,1458,344.75,62,1,2,1,1,1,0,0,8.0,9.0,41,0,0,2,23,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,2,4,0,0.0127
1,7,2,254,2,1049,367.57,54,0,0,1,1,0,1,1,7.4,0.0,11,0,0,2,58,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,2,8,0,0.0158
1,7,0,201,2,1340,330.61,59,0,2,2,1,3,1,0,6.3,30.0,63,0,0,0,56,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,3,0,0,0.0152
2,3,1,163,1,866,376.62,73,1,1,0,0,2,1,2,6.9,36.0,44,0,0,1,25,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,1,11,0,0.0172
3,5,0,89,1,1806,277.89,66,0,1,2,2,2,2,2,6.4,10.0,10,0,0,1,40,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,5,15,1,0.0143
2,3,2,115,1,1075,363.78,42,1,2,2,1,1,2,1,7.6,2.0,15,0,1,1,26,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,6,17,1,0.0148
3,1,0,215,2,981,160.92,71,0,2,2,0,2,1,1,4.8,23.0,60,0,0,2,8,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,5,3,1,0.0162
1,7,6,205,2,1474,260.27,55,0,0,1,1,0,3,2,7.0,20.0,42,0,0,1,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,0,14,0,0.0157
3,1,3,191,0,1492,182.33,68,0,1,1,1,1,3,1,7.1,43.0,24,0,0,0,11,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,3,14,0,0.0152
3,7,6,154,2,1233,136.38,32,0,2,2,1,1,1,3,7.3,6.0,86,0,0,1,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,2,16,0,0.0157
1,0,6,181,2,1661,214.93,33,0,0,3,1,1,3,0,6.7,7.0,50,0,0,0,6,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,0,6,0,0.0155
2,2,0,196,2,1005,476.92,28,1,0,2,1,0,0,1,10.0,16.0,24,0,0,0,16,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,5,13,1,0.0141
2,7,0,132,2,1200,230.41,36,1,2,1,1,4,1,2,6.9,5.0,42,0,0,0,56,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,2,7,0,0.0152
0,6,0,232,2,1015,89.71,58,1,1,1,1,1,1,1,7.3,11.0,54,1,0,2,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,0,14,0,0.015
3,0,7,264,1,741,415.22,61,1,2,1,3,0,1,2,6.0,1.0,73,0,0,0,7,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,1,0,0,0.016
3,6,3,134,1,1458,551.15,63,0,2,1,3,0,3,0,5.2,1.0,107,0,0,0,51,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,2,10,0,0.0172
0,6,5,155,2,810,260.41,73,1,0,0,2,0,3,1,6.5,6.0,118,0,0,1,53,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,4,14,0,0.0166
0,6,6,55,2,986,472.24,27,0,2,3,1,1,1,1,6.7,4.0,88,0,1,1,54,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,0,6,0,0.0139
3,4,4,263,2,1134,407.44,27,0,2,0,2,1,1,0,7.6,15.0,44,0,0,1,36,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,1,12,0,0.0156
0,2,6,290,2,1272,356.22,54,0,1,3,1,1,2,1,8.6,1.0,60,0,0,1,22,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,3,9,0,0.016
3,3,1,126,2,1279,421.84,46,1,2,1,1,1,0,2,2.9,6.0,63,0,0,2,25,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,1,1,0,0.0172
0,4,5,101,2,850,467.61,18,1,0,0,3,3,1,3,7.8,22.0,83,1,0,2,37,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,4,12,0,0.0162
0,6,1,302,1,1228,502.83,66,0,0,3,0,0,3,1,8.6,3.0,112,0,0,2,49,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,0,6,0,0.015
2,6,5,165,2,1824,478.26,39,1,2,3,1,1,2,0,9.8,1.0,12,0,0,2,53,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,4,16,0,0.0166
1,6,0,100,1,1074,456.8,25,1,0,1,1,1,3,1,6.2,0.0,56,0,0,2,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,6,1,1,0.015
0,7,2,171,2,1394,461.13,31,0,1,3,1,2,1,0,5.2,17.0,56,0,0,2,58,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,2,0,0,0.0158
